interview__key,fecha,hora_acc,cve_entrevistador
41-48-62-44,18/11/2020,23:59:15,E300108
41-48-62-44,18/11/2020,23:59:15,E300108
41-48-62-44,18/11/2020,23:59:15,E300108
41-48-62-44,18/11/2020,23:59:16,E300108
41-48-62-44,19/11/2020,00:01:22,E300108
41-48-62-44,19/11/2020,00:01:34,E300108
41-48-62-44,19/11/2020,00:04:41,E300108
41-48-62-44,19/11/2020,00:04:50,E300108
41-48-62-44,19/11/2020,00:06:26,E300108
41-48-62-44,19/11/2020,00:06:26,E300108
41-48-62-44,19/11/2020,00:09:15,E300108
41-48-62-44,19/11/2020,00:09:15,E300108
41-48-62-44,19/11/2020,00:18:44,admin
50-50-62-56,18/11/2020,23:29:21,E110103
50-50-62-56,18/11/2020,23:29:21,E110103
50-50-62-56,18/11/2020,23:29:21,E110103
50-50-62-56,18/11/2020,23:29:21,E110103
50-50-62-56,18/11/2020,23:29:22,E110103
50-50-62-56,18/11/2020,23:34:14,E110103
50-50-62-56,18/11/2020,23:34:14,E110103
50-50-62-56,18/11/2020,23:35:17,E110103
50-50-62-56,18/11/2020,23:39:13,E110103
50-50-62-56,18/11/2020,23:54:13,E110103
50-50-62-56,19/11/2020,00:14:36,E110103
50-50-62-56,19/11/2020,00:18:10,E110103
50-50-62-56,19/11/2020,00:18:10,E110103
50-50-62-56,19/11/2020,00:22:26,E110103
50-50-62-56,19/11/2020,00:22:26,E110103
50-50-62-56,19/11/2020,00:30:49,E110103
50-50-62-56,19/11/2020,00:30:49,E110103
50-50-62-56,19/11/2020,00:39:56,E110103
50-50-62-56,19/11/2020,00:39:58,E110103
50-50-62-56,19/11/2020,00:43:30,E110103
50-50-62-56,19/11/2020,00:44:30,E110103
50-50-62-56,19/11/2020,00:50:58,E110103
50-50-62-56,19/11/2020,00:50:58,E110103
50-50-62-56,19/11/2020,01:24:42,E110103
50-50-62-56,19/11/2020,01:24:42,E110103
50-50-62-56,19/11/2020,01:26:55,E110103
50-50-62-56,19/11/2020,01:26:55,E110103
50-50-62-56,19/11/2020,01:27:01,E110103
50-50-62-56,19/11/2020,01:27:01,E110103
50-50-62-56,19/11/2020,02:01:12,admin
27-89-11-29,18/11/2020,23:43:16,E300108
27-89-11-29,18/11/2020,23:43:16,E300108
27-89-11-29,18/11/2020,23:43:16,E300108
27-89-11-29,18/11/2020,23:43:16,E300108
27-89-11-29,18/11/2020,23:43:20,E300108
27-89-11-29,18/11/2020,23:48:37,E300108
27-89-11-29,18/11/2020,23:48:47,E300108
27-89-11-29,18/11/2020,23:50:35,E300108
27-89-11-29,18/11/2020,23:50:42,E300108
27-89-11-29,18/11/2020,23:51:48,E300108
27-89-11-29,18/11/2020,23:51:48,E300108
27-89-11-29,18/11/2020,23:54:07,E300108
27-89-11-29,18/11/2020,23:54:32,E300108
27-89-11-29,18/11/2020,23:56:09,E300108
27-89-11-29,18/11/2020,23:56:09,E300108
27-89-11-29,19/11/2020,00:09:44,admin
40-42-66-97,19/11/2020,00:11:12,E300108
40-42-66-97,19/11/2020,00:11:12,E300108
40-42-66-97,19/11/2020,00:11:12,E300108
40-42-66-97,19/11/2020,00:11:12,E300108
40-42-66-97,19/11/2020,00:11:13,E300108
40-42-66-97,19/11/2020,00:15:42,E300108
40-42-66-97,19/11/2020,00:18:52,E300108
40-42-66-97,19/11/2020,00:22:50,E300108
40-42-66-97,19/11/2020,00:23:35,E300108
40-42-66-97,19/11/2020,00:24:41,E300108
40-42-66-97,19/11/2020,00:25:04,E300108
40-42-66-97,19/11/2020,00:26:29,E300108
40-42-66-97,19/11/2020,00:26:29,E300108
40-42-66-97,19/11/2020,00:26:34,E300108
40-42-66-97,19/11/2020,00:26:34,E300108
40-42-66-97,19/11/2020,00:26:37,E300108
40-42-66-97,19/11/2020,00:26:37,E300108
40-42-66-97,19/11/2020,00:26:43,E300108
40-42-66-97,19/11/2020,00:26:43,E300108
40-42-66-97,19/11/2020,00:26:47,E300108
40-42-66-97,19/11/2020,00:26:47,E300108
40-42-66-97,19/11/2020,00:45:12,admin
23-92-41-18,12/11/2020,14:33:28,E050410
23-92-41-18,12/11/2020,14:33:28,E050410
23-92-41-18,12/11/2020,14:33:28,E050410
23-92-41-18,12/11/2020,14:33:28,E050410
23-92-41-18,12/11/2020,14:33:30,E050410
23-92-41-18,12/11/2020,14:54:12,E050410
23-92-41-18,12/11/2020,15:00:23,E050410
23-92-41-18,12/11/2020,15:15:23,E050410
23-92-41-18,13/11/2020,03:08:51,E050410
23-92-41-18,13/11/2020,03:09:52,E050410
23-92-41-18,13/11/2020,03:09:58,E050410
23-92-41-18,13/11/2020,03:20:35,E050410
23-92-41-18,13/11/2020,03:20:35,E050410
23-92-41-18,13/11/2020,03:21:51,E050410
23-92-41-18,13/11/2020,03:21:56,E050410
23-92-41-18,13/11/2020,03:23:36,E050410
23-92-41-18,13/11/2020,03:23:55,E050410
23-92-41-18,13/11/2020,03:24:58,E050410
23-92-41-18,13/11/2020,03:25:43,E050410
23-92-41-18,13/11/2020,03:38:17,E050410
23-92-41-18,13/11/2020,03:38:17,E050410
23-92-41-18,13/11/2020,03:39:05,E050410
23-92-41-18,13/11/2020,03:39:05,E050410
23-92-41-18,14/11/2020,00:40:51,admin
35-86-75-68,15/11/2020,01:25:03,E270111
35-86-75-68,15/11/2020,01:25:03,E270111
35-86-75-68,15/11/2020,01:25:03,E270111
35-86-75-68,15/11/2020,01:25:03,E270111
35-86-75-68,15/11/2020,01:25:04,E270111
35-86-75-68,15/11/2020,01:26:05,E270111
35-86-75-68,15/11/2020,01:26:26,E270111
35-86-75-68,15/11/2020,01:45:48,E270111
35-86-75-68,15/11/2020,01:46:44,E270111
35-86-75-68,15/11/2020,01:50:52,E270111
35-86-75-68,15/11/2020,01:50:52,E270111
35-86-75-68,17/11/2020,05:49:26,admin
57-48-28-02,17/11/2020,20:14:18,E130101
57-48-28-02,17/11/2020,20:14:18,E130101
57-48-28-02,17/11/2020,20:14:18,E130101
57-48-28-02,17/11/2020,20:14:18,E130101
57-48-28-02,17/11/2020,20:14:18,E130101
57-48-28-02,17/11/2020,20:15:21,E130101
57-48-28-02,17/11/2020,20:15:44,E130101
57-48-28-02,17/11/2020,20:16:50,E130101
57-48-28-02,17/11/2020,20:16:50,E130101
57-48-28-02,17/11/2020,20:22:09,E130101
57-48-28-02,17/11/2020,20:22:37,E130101
57-48-28-02,17/11/2020,20:26:28,E130101
57-48-28-02,17/11/2020,20:26:33,E130101
57-48-28-02,17/11/2020,20:36:44,E130101
57-48-28-02,17/11/2020,20:36:44,E130101
57-48-28-02,17/11/2020,20:38:36,E130101
57-48-28-02,17/11/2020,20:38:36,E130101
57-48-28-02,17/11/2020,20:39:56,E130101
57-48-28-02,17/11/2020,20:39:56,E130101
57-48-28-02,17/11/2020,20:43:07,E130101
57-48-28-02,17/11/2020,20:43:09,E130101
57-48-28-02,17/11/2020,20:43:56,E130101
57-48-28-02,17/11/2020,20:43:56,E130101
57-48-28-02,17/11/2020,20:45:48,admin
53-72-32-99,17/11/2020,20:56:01,E130101
53-72-32-99,17/11/2020,20:56:01,E130101
53-72-32-99,17/11/2020,20:56:01,E130101
53-72-32-99,17/11/2020,20:56:01,E130101
53-72-32-99,17/11/2020,20:56:02,E130101
53-72-32-99,17/11/2020,21:02:01,E130101
53-72-32-99,17/11/2020,21:02:36,E130101
53-72-32-99,17/11/2020,21:04:00,E130101
53-72-32-99,17/11/2020,21:04:40,E130101
53-72-32-99,17/11/2020,21:10:22,E130101
53-72-32-99,17/11/2020,21:10:22,E130101
53-72-32-99,17/11/2020,21:14:16,admin
68-69-25-15,18/11/2020,00:30:52,E130101
68-69-25-15,18/11/2020,00:30:52,E130101
68-69-25-15,18/11/2020,00:30:52,E130101
68-69-25-15,18/11/2020,00:30:52,E130101
68-69-25-15,18/11/2020,00:30:53,E130101
68-69-25-15,18/11/2020,00:44:20,E130101
68-69-25-15,18/11/2020,00:44:20,E130101
68-69-25-15,18/11/2020,07:15:45,admin
06-17-29-37,11/11/2020,17:50:41,E050410
06-17-29-37,11/11/2020,17:50:41,E050410
06-17-29-37,11/11/2020,17:50:41,E050410
06-17-29-37,11/11/2020,17:50:41,E050410
06-17-29-37,11/11/2020,17:50:43,E050410
06-17-29-37,11/11/2020,18:08:47,E050410
06-17-29-37,11/11/2020,18:09:53,E050410
