interview__key,fecha,hora_acc,cve_entrevistador
50-46-70-99,19/11/2020,01:47:55,E110105
50-46-70-99,19/11/2020,01:47:55,E110105
50-46-70-99,19/11/2020,01:47:55,E110105
50-46-70-99,19/11/2020,01:47:56,E110105
50-46-70-99,19/11/2020,01:49:16,E110105
50-46-70-99,19/11/2020,01:49:16,E110105
50-46-70-99,19/11/2020,01:50:22,E110105
50-46-70-99,19/11/2020,01:50:25,E110105
50-46-70-99,19/11/2020,01:52:36,E110105
50-46-70-99,19/11/2020,01:52:40,E110105
50-46-70-99,19/11/2020,01:56:09,E110105
50-46-70-99,19/11/2020,01:56:09,E110105
50-46-70-99,19/11/2020,02:05:11,admin
78-42-05-65,18/11/2020,23:41:28,E140101
78-42-05-65,18/11/2020,23:41:28,E140101
78-42-05-65,18/11/2020,23:41:28,E140101
78-42-05-65,18/11/2020,23:41:28,E140101
78-42-05-65,18/11/2020,23:41:29,E140101
78-42-05-65,18/11/2020,23:45:09,E140101
78-42-05-65,18/11/2020,23:45:09,E140101
78-42-05-65,19/11/2020,00:09:44,admin
97-61-82-54,15/11/2020,19:23:53,E110104
97-61-82-54,15/11/2020,19:23:53,E110104
97-61-82-54,15/11/2020,19:23:53,E110104
97-61-82-54,15/11/2020,19:23:53,E110104
97-61-82-54,15/11/2020,19:23:53,E110104
97-61-82-54,15/11/2020,19:31:11,E110104
97-61-82-54,15/11/2020,19:31:20,E110104
97-61-82-54,15/11/2020,19:38:33,E110104
97-61-82-54,15/11/2020,19:38:33,E110104
97-61-82-54,18/11/2020,16:55:12,E110104
97-61-82-54,18/11/2020,16:55:13,E110104
97-61-82-54,18/11/2020,16:57:55,E110104
97-61-82-54,18/11/2020,16:57:55,E110104
97-61-82-54,19/11/2020,00:09:31,admin
47-45-50-81,18/11/2020,23:45:45,E140101
47-45-50-81,18/11/2020,23:45:45,E140101
47-45-50-81,18/11/2020,23:45:45,E140101
47-45-50-81,18/11/2020,23:45:45,E140101
47-45-50-81,18/11/2020,23:45:45,E140101
47-45-50-81,18/11/2020,23:49:19,E140101
47-45-50-81,18/11/2020,23:49:19,E140101
47-45-50-81,19/11/2020,00:09:44,admin
76-26-19-30,09/11/2020,18:02:01,E050410
76-26-19-30,09/11/2020,18:02:01,E050410
76-26-19-30,09/11/2020,18:02:01,E050410
76-26-19-30,09/11/2020,18:02:01,E050410
76-26-19-30,09/11/2020,18:02:03,E050410
76-26-19-30,09/11/2020,18:18:23,E050410
76-26-19-30,09/11/2020,18:18:24,E050410
76-26-19-30,09/11/2020,18:19:26,E050410
76-26-19-30,13/11/2020,02:57:40,E050410
76-26-19-30,13/11/2020,03:00:08,E050410
76-26-19-30,13/11/2020,03:00:08,E050410
76-26-19-30,13/11/2020,03:02:37,E050410
76-26-19-30,13/11/2020,03:06:40,E050410
76-26-19-30,13/11/2020,03:08:41,E050410
76-26-19-30,13/11/2020,03:08:41,E050410
76-26-19-30,14/11/2020,00:40:51,admin
06-08-47-90,16/11/2020,22:34:38,E320102
06-08-47-90,16/11/2020,22:34:38,E320102
06-08-47-90,16/11/2020,22:34:38,E320102
06-08-47-90,16/11/2020,22:34:38,E320102
06-08-47-90,16/11/2020,22:34:42,E320102
06-08-47-90,16/11/2020,22:36:34,E320102
06-08-47-90,16/11/2020,22:36:34,E320102
06-08-47-90,16/11/2020,22:37:34,E320102
06-08-47-90,16/11/2020,22:37:34,E320102
06-08-47-90,16/11/2020,22:38:37,E320102
06-08-47-90,16/11/2020,22:38:39,E320102
06-08-47-90,16/11/2020,22:43:22,E320102
06-08-47-90,16/11/2020,22:43:35,E320102
06-08-47-90,16/11/2020,22:44:46,E320102
06-08-47-90,16/11/2020,22:46:56,E320102
06-08-47-90,16/11/2020,22:48:07,E320102
06-08-47-90,16/11/2020,22:48:07,E320102
06-08-47-90,16/11/2020,22:49:21,E320102
06-08-47-90,16/11/2020,22:49:21,E320102
06-08-47-90,16/11/2020,22:52:20,E320102
06-08-47-90,16/11/2020,22:52:20,E320102
06-08-47-90,16/11/2020,22:55:49,E320102
06-08-47-90,16/11/2020,22:55:49,E320102
06-08-47-90,16/11/2020,22:57:19,E320102
06-08-47-90,16/11/2020,22:57:19,E320102
06-08-47-90,16/11/2020,23:03:59,E320102
06-08-47-90,16/11/2020,23:03:59,E320102
06-08-47-90,16/11/2020,23:05:24,E320102
06-08-47-90,16/11/2020,23:14:07,E320102
06-08-47-90,16/11/2020,23:15:23,E320102
06-08-47-90,16/11/2020,23:15:25,E320102
06-08-47-90,16/11/2020,23:16:34,E320102
06-08-47-90,16/11/2020,23:50:55,E320102
06-08-47-90,16/11/2020,23:52:02,E320102
06-08-47-90,16/11/2020,23:52:02,E320102
06-08-47-90,16/11/2020,23:53:05,E320102
06-08-47-90,16/11/2020,23:53:05,E320102
06-08-47-90,17/11/2020,00:03:44,E320102
06-08-47-90,17/11/2020,00:03:47,E320102
06-08-47-90,17/11/2020,00:18:47,E320102
06-08-47-90,17/11/2020,00:19:40,E320102
06-08-47-90,17/11/2020,00:25:09,E320102
06-08-47-90,17/11/2020,00:25:18,E320102
06-08-47-90,17/11/2020,00:26:30,E320102
06-08-47-90,17/11/2020,00:26:30,E320102
06-08-47-90,17/11/2020,00:38:07,E320102
06-08-47-90,17/11/2020,00:38:08,E320102
06-08-47-90,17/11/2020,00:39:17,E320102
06-08-47-90,17/11/2020,00:40:15,E320102
06-08-47-90,17/11/2020,00:41:45,E320102
06-08-47-90,17/11/2020,00:41:45,E320102
06-08-47-90,17/11/2020,00:43:23,E320102
06-08-47-90,17/11/2020,00:43:23,E320102
06-08-47-90,17/11/2020,00:54:42,E320102
06-08-47-90,17/11/2020,00:56:30,E320102
06-08-47-90,17/11/2020,01:03:42,E320102
06-08-47-90,17/11/2020,01:04:55,E320102
06-08-47-90,17/11/2020,01:06:40,E320102
06-08-47-90,17/11/2020,01:07:13,E320102
06-08-47-90,17/11/2020,01:10:56,E320102
06-08-47-90,17/11/2020,01:28:30,E320102
06-08-47-90,17/11/2020,01:56:48,E320102
06-08-47-90,17/11/2020,02:05:37,E320102
06-08-47-90,17/11/2020,02:07:39,E320102
06-08-47-90,17/11/2020,02:07:39,E320102
06-08-47-90,17/11/2020,05:49:26,admin
51-75-59-85,17/11/2020,21:34:16,E280101
51-75-59-85,17/11/2020,21:34:16,E280101
51-75-59-85,17/11/2020,21:34:16,E280101
51-75-59-85,17/11/2020,21:34:16,E280101
51-75-59-85,17/11/2020,21:34:18,E280101
51-75-59-85,17/11/2020,21:35:37,E280101
51-75-59-85,17/11/2020,21:35:37,E280101
51-75-59-85,17/11/2020,21:36:38,E280101
51-75-59-85,17/11/2020,21:36:47,E280101
51-75-59-85,17/11/2020,21:37:49,E280101
51-75-59-85,17/11/2020,21:37:49,E280101
51-75-59-85,17/11/2020,21:38:52,E280101
51-75-59-85,17/11/2020,21:38:52,E280101
51-75-59-85,17/11/2020,21:39:55,E280101
51-75-59-85,17/11/2020,21:40:01,E280101
51-75-59-85,17/11/2020,21:41:02,E280101
51-75-59-85,17/11/2020,21:41:07,E280101
51-75-59-85,17/11/2020,21:42:11,E280101
51-75-59-85,17/11/2020,21:42:11,E280101
51-75-59-85,17/11/2020,21:43:57,E280101
51-75-59-85,17/11/2020,21:43:57,E280101
51-75-59-85,17/11/2020,21:44:10,E280101
51-75-59-85,17/11/2020,21:44:11,E280101
51-75-59-85,17/11/2020,21:44:21,E280101
51-75-59-85,17/11/2020,21:44:21,E280101
51-75-59-85,17/11/2020,21:50:25,admin
78-71-63-16,17/11/2020,19:53:38,E280105
78-71-63-16,17/11/2020,19:53:38,E280105
78-71-63-16,17/11/2020,19:53:38,E280105
78-71-63-16,17/11/2020,19:53:38,E280105
78-71-63-16,17/11/2020,19:53:41,E280105
78-71-63-16,17/11/2020,19:56:46,E280105
78-71-63-16,17/11/2020,19:56:58,E280105
78-71-63-16,17/11/2020,20:11:50,E280105
78-71-63-16,17/11/2020,20:11:50,E280105
78-71-63-16,17/11/2020,20:12:30,E280105
78-71-63-16,17/11/2020,20:12:30,E280105
78-71-63-16,17/11/2020,20:15:02,admin
26-51-66-98,17/11/2020,21:55:27,E280101
26-51-66-98,17/11/2020,21:55:27,E280101
26-51-66-98,17/11/2020,21:55:27,E280101
26-51-66-98,17/11/2020,21:55:27,E280101
26-51-66-98,17/11/2020,21:55:28,E280101
26-51-66-98,17/11/2020,21:56:50,E280101
26-51-66-98,17/11/2020,21:57:01,E280101
26-51-66-98,17/11/2020,21:58:03,E280101
