interview__key,num_prod,Productos,Productos_genericos,prom_men,u_prom_men,otra_u_prom_men,perdida_prod,u_perdida_prod,otra_u_perdida_prod,din_perd,causa_perd,comestible,u_comestible,otra_u_comestible,dest_res,otro_dest_res,bancos,u_med_bancos,otra_u_med_bancos,per_ocupado,per_ocupado2
50-66-00-68,3,Cilantro,Cilantro,46,1,,6,1,,75,merma,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
50-66-00-68,4,Calabaza,Calabaza,125,1,,31,1,,372,merma,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
44-47-19-75,1,Guisados varios,Comida preparada,40,1,,1,1,,200,No sé vendio,1,1,,7,,#NULL!,#NULL!,,1,0 a 5 personas
44-47-19-75,2,Tortillas,Tortillas,20,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
44-47-19-75,3,Frijoles,Frijoles,5,1,,500,6,gramos,60,No sé vendio,500,6,gramos,7,,#NULL!,#NULL!,,1,0 a 5 personas
60-49-66-43,1,Mojarra,Pescados y mariscos,50,1,,2,1,,220,caducidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
60-49-66-43,2,Cazón,Pescados y mariscos,75,1,,2,1,,150,caducidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
60-49-66-43,3,Camarón,Pescados y mariscos,30,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
25-51-75-31,1,Guayaba,Guayaba,40,1,,8,1,,120,merma,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
31-28-80-45,1,Verduras,Verduras,10,2,,1,2,,10000,depende mucho de la temporada,800,1,,7,,#NULL!,#NULL!,,2,6 a 10 personas
10-44-37-96,1,Huaraches,Comida preparada,140,1,,3,1,,50,No sé vendio,3,1,,7,,#NULL!,#NULL!,,2,6 a 10 personas
10-44-37-96,2,Queso,Quesos,20,1,,1,1,,120,No sé vendio,1,1,,10,,#NULL!,#NULL!,,2,6 a 10 personas
86-24-53-95,1,Paletas,Paletas,10800,6,piezas,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
86-24-53-95,2,Aguas,Aguas,2560,3,,100,3,,3500,por el clima y falta de venta,20,3,,4,,#NULL!,#NULL!,,1,0 a 5 personas
86-24-53-95,3,Helados,Helados,2560,3,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
59-83-90-61,1,Uvas,Uvas,224,1,,2,1,,200,El cambio de clima las termina de cocer más rápido,1,1,,8,,#NULL!,#NULL!,,1,0 a 5 personas
59-83-90-61,2,Peras,Peras,80,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
59-83-90-61,3,Manzana,Manzana,80,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
59-83-90-61,4,Kiwis,Kiwis,32,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
81-56-88-97,1,Naranja,Naranja,350,1,NA,1,1,,80,Debido a que está de temporada y cambia el estado de la fruta,1,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
81-56-88-97,2,Mandarina,Mandarina,350,1,NA,1,1,,20,Debido a que se coce muy rápido,1,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
81-56-88-97,3,Jitomate,Jitomate,10,6,"caja, 10 kilos",0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
